name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,sport_class,url
ALIEVA Maliak,ALIEVA M,Female,1995-03-08,YERSHOV,Russian Federation,RPC,RPC,Table Tennis,TTE,SARATOV,Russian Federation,6,../../../en/results/table-tennis/athlete-profile-n1309031-alieva-maliak.htm
ALIM Nur Syahidah,ALIM NS,Female,1985-08-12,,Singapore,Singapore,SGP,Archery,ARC,SINGAPORE,,ST,../../../en/results/archery/athlete-profile-n1544782-alim-nur-syahidah.htm
ALINAJIMI Vahid,ALINAJIMI V,Male,1996-04-15,KHVORZUQ,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Athletics,ATH,,,T13,../../../en/results/athletics/athlete-profile-n1656198-alinajimi-vahid.htm
ALIPOURIAN Davoud,ALIPOURIAN D,Male,1985-05-06,TEHRAN,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Sitting Volleyball,VBS,TEHRAN,Islamic Republic of Iran,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1561676-alipourian-davoud.htm
ALIYEV Kamil,ALIYEV K,Male,1991-10-15,BAKU,Azerbaijan,Azerbaijan,AZE,Athletics,ATH,BAKU,Azerbaijan,T12,../../../en/results/athletics/athlete-profile-n1286441-aliyev-kamil.htm
ALJNEIBI Sara,ALJNEIBI S,Female,1992-11-06,ABU DHABI,United Arab Emirates,United Arab Emirates,UAE,Athletics,ATH,ABU DHABI,United Arab Emirates,F33,../../../en/results/athletics/athlete-profile-n1307130-aljneibi-sara.htm
ALJUMAAH Sarah,ALJUMAAH S,Female,1979-07-14,,,Saudi Arabia,KSA,Athletics,ATH,,,F36,../../../en/results/athletics/athlete-profile-n1314423-aljumaah-sarah.htm
ALJUNEIDI Mutaz Zakaria Daoud,ALJUNEIDI MZD,Male,1976-04-02,AMMAN,Jordan,Jordan,JOR,Powerlifting,PWL,AMMAN,Jordan,PWL,../../../en/results/powerlifting/athlete-profile-n1358533-aljuneidi-mutaz-zakaria-daoud.htm
ALKAN Huseyin,ALKAN H,Male,1988-04-01,ISTANBUL,Turkey,Turkey,TUR,Goalball,GBL,,,B1,../../../en/results/goalball/athlete-profile-n1729945-alkan-huseyin.htm
ALKEMADE Kimberly,ALKEMADE K,Female,1990-03-29,ZOETERMEER,Netherlands,Netherlands,NED,Athletics,ATH,'S-HERTOGENBOSCH,Netherlands,T64,../../../en/results/athletics/athlete-profile-n1706237-alkemade-kimberly.htm
ALKTEBI Noura,ALKTEBI N,Female,1992-12-03,AL AIN,United Arab Emirates,United Arab Emirates,UAE,Athletics,ATH,,,F32,../../../en/results/athletics/athlete-profile-n1307117-alktebi-noura.htm
ALLAN Gordon,ALLAN G,Male,1998-04-03,,,Australia,AUS,Cycling Track,CTR,"SYDNEY, NSW",Australia,C2,../../../en/results/cycling-track/athlete-profile-n1404414-allan-gordon.htm
ALLARD Danik,ALLARD D,Male,2000-12-10,,,Canada,CAN,Boccia,BOC,"MONTREAL, QC",Canada,BC2,../../../en/results/boccia/athlete-profile-n1525648-allard-danik.htm
ALLEN Grant,ALLEN G,Male,1980-07-24,"AUBURN, SA",Australia,Australia,AUS,Cycling Road,CRD,,,H4,../../../en/results/cycling-road/athlete-profile-n1404415-allen-grant.htm
AL-MADHKHOORI Zainulabdeen,AL-MADHKHOORI Z,Male,1991-07-04,BAGHDAD,Iraq,Iraq,IRQ,Wheelchair Fencing,WFE,BAGHDAD,Iraq,A,../../../en/results/wheelchair-fencing/athlete-profile-n1601141-al-madhkhoori-zainulabdeen.htm
AL-MAJIDI Hanan,AL-MAJIDI H,Female,1990-12-17,BAQUBAH,Iraq,Iraq,IRQ,Powerlifting,PWL,IRAQ,,PWL,../../../en/results/powerlifting/athlete-profile-n1483852-al-majidi-hanan.htm
ALMANSOORI Ahmad Mubarak,ALMANSOORI AM,Male,1981-08-08,,,United Arab Emirates,UAE,Cycling Road,CRD,,,C2,../../../en/results/cycling-road/athlete-profile-n1307920-almansoori-ahmad-mubarak.htm
ALMEHAIRI Ayesha,ALMEHAIRI A,Female,1976-08-24,,,United Arab Emirates,UAE,Shooting,SHO,DUBAI,United Arab Emirates,SH2,../../../en/results/shooting/athlete-profile-n1498691-almehairi-ayesha.htm
ALMEIDA RAMOS Aser Mateus,ALMEIDA RAMOS AM,Male,1991-06-23,PORTO ALEGRE,Brazil,Brazil,BRA,Athletics,ATH,,,T36,../../../en/results/athletics/athlete-profile-n1362224-almeida-ramos-aser-mateus.htm
ALMLIE Jazmin,ALMLIE J,Female,1981-12-22,TOKYO,Japan,United States of America,USA,Shooting,SHO,"CYPRESS, TX",United States of America,SH2,../../../en/results/shooting/athlete-profile-n1717632-almlie-jazmin.htm
ALMONACID HEYL Vicente Enrique,ALMONACID HEYL VE,Male,2000-10-28,,Chile,Chile,CHI,Swimming,SWM,SANTIAGO,Chile,SB8,../../../en/results/swimming/athlete-profile-n1305627-almonacid-heyl-vicente-enrique.htm
ALMUTAIRI Ahmad,ALMUTAIRI A,Male,1994-05-13,,Kuwait,Kuwait,KUW,Athletics,ATH,KUWAIT CITY,Kuwait,T33,../../../en/results/athletics/athlete-profile-n1396340-almutairi-ahmad.htm
ALMYRISL Maryam,ALMYRISL M,Female,1982-02-08,,,Saudi Arabia,KSA,Table Tennis,TTE,,,1,../../../en/results/table-tennis/athlete-profile-n1497081-almyrisl-maryam.htm
ALNAKHLI Ali,ALNAKHLI A,Male,2000-05-01,,,Saudi Arabia,KSA,Athletics,ATH,,,T37,../../../en/results/athletics/athlete-profile-n1309406-alnakhli-ali.htm
ALNUAIMI Saif,ALNUAIMI S,Male,1978-03-27,AL AIN,United Arab Emirates,United Arab Emirates,UAE,Shooting,SHO,,,SH1,../../../en/results/shooting/athlete-profile-n1307869-alnuaimi-saif.htm
AL-OGAILI Hayder,AL-OGAILI H,Male,1994-04-01,,,Iraq,IRQ,Wheelchair Fencing,WFE,,,A,../../../en/results/wheelchair-fencing/athlete-profile-n1601369-al-ogaili-hayder.htm
ALOMARI Rooba,ALOMARI R,Female,1991-01-23,,Bahrain,Bahrain,BRN,Athletics,ATH,MADINAT HAMAD,Bahrain,F55,../../../en/results/athletics/athlete-profile-n1722071-alomari-rooba.htm
ALONSO MORALES Michelle,ALONSO MORALES M,Female,1994-03-29,SANTA CRUZ DE TENERIFE,Spain,Spain,ESP,Swimming,SWM,SANTA CRUZ DE TENERIFE,Spain,"SB14,S14",../../../en/results/swimming/athlete-profile-n1448821-alonso-morales-michelle.htm
ALONSO VILARINO Maria,ALONSO VILARINO M,Female,1982-07-07,VIGO,Spain,Spain,ESP,Wheelchair Basketball,WBK,VIGO,Spain,4.0,../../../en/results/wheelchair-basketball/athlete-profile-n1448787-alonso-vilarino-maria.htm
ALPHONSE Marie Emmanuelle Anais,ALPHONSE MEA,Female,1995-11-23,PORT LOUIS,Mauritius,Mauritius,MRI,Athletics,ATH,PORT LOUIS,Mauritius,T54,../../../en/results/athletics/athlete-profile-n1710854-alphonse-marie-emmanuelle-anais.htm
ALQURASHI Adbulrahman,ALQURASHI A,Male,1997-12-25,,,Saudi Arabia,KSA,Athletics,ATH,,,T53,../../../en/results/athletics/athlete-profile-n1306283-alqurashi-adbulrahman.htm
ALRAOAD Naseb Fateh Mohammed,ALRAOAD NFM,Male,1988-05-20,,Yemen,Yemen,YEM,Athletics,ATH,SANA'A,Yemen,F57,../../../en/results/athletics/athlete-profile-n1513331-alraoad-naseb-fateh-mohammed.htm
AL-RIKABI Ali,AL-RIKABI A,Male,1993-04-23,BAGHDAD,Iraq,Iraq,IRQ,Athletics,ATH,BAGHDAD,Iraq,T38,../../../en/results/athletics/athlete-profile-n1504358-al-rikabi-ali.htm
AL-SAEDI Zaman,AL-SAEDI Z,Female,1983-04-03,BAGHDAD,Iraq,Iraq,IRQ,Archery,ARC,IRAQ,,W2,../../../en/results/archery/athlete-profile-n1307125-al-saedi-zaman.htm
ALTIN Fatma Damla,ALTIN FD,Female,2002-10-18,EDIRNE,Turkey,Turkey,TUR,Athletics,ATH,SAMSUN,Turkey,T20,../../../en/results/athletics/athlete-profile-n1727538-altin-fatma-damla.htm
ALTINTAS Nergiz,ALTINTAS N,Female,1990-08-16,NEVSEHIR,Turkey,Turkey,TUR,Table Tennis,TTE,ANKARA,Turkey,3,../../../en/results/table-tennis/athlete-profile-n1729590-altintas-nergiz.htm
ALTUNOLUK Sevda,ALTUNOLUK S,Female,1994-04-01,TOKAT,Turkey,Turkey,TUR,Goalball,GBL,TOKAT,Turkey,B2,../../../en/results/goalball/athlete-profile-n1729634-altunoluk-sevda.htm
ALTUNOLUK Sevtap,ALTUNOLUK S,Female,1995-01-10,,,Turkey,TUR,Goalball,GBL,,,B2,../../../en/results/goalball/athlete-profile-n1729635-altunoluk-sevtap.htm
ALVES Ricardo,ALVES R,Male,1988-12-15,OSORIO,Brazil,Brazil,BRA,Football 5-a-side,FB5,PORTO ALEGRE,Brazil,B1,../../../en/results/football-5-a-side/athlete-profile-n1385620-alves-ricardo.htm
ALVES ROCA Heriberto,ALVES ROCA H,Male,1980-04-21,SAO CAETANO DO SUL,Brazil,Brazil,BRA,Archery,ARC,,,W2,../../../en/results/archery/athlete-profile-n1366863-alves-roca-heriberto.htm
ALZATE Guillermo,ALZATE G,Male,1983-05-29,BOGOTA,Colombia,Colombia,COL,Wheelchair Basketball,WBK,BOGOTA,Colombia,1.5,../../../en/results/wheelchair-basketball/athlete-profile-n1370316-alzate-guillermo.htm
ALZEYOUDI Maryam,ALZEYOUDI M,Female,1995-08-02,KHOR FAKKAN,United Arab Emirates,United Arab Emirates,UAE,Athletics,ATH,DUBAI,United Arab Emirates,F40,../../../en/results/athletics/athlete-profile-n1307159-alzeyoudi-maryam.htm
ALZEYOUDI Mozah,ALZEYOUDI M,Female,1992-10-18,FUJAIRAH,United Arab Emirates,United Arab Emirates,UAE,Powerlifting,PWL,,,PWL,../../../en/results/powerlifting/athlete-profile-n1307857-alzeyoudi-mozah.htm
AMADU Yusif,AMADU Y,Male,1978-04-06,,Ghana,Ghana,GHA,Athletics,ATH,ACCRA,Ghana,T42,../../../en/results/athletics/athlete-profile-n1709052-amadu-yusif.htm
AMAIMIA Fathia,AMAIMIA F,Female,1989-09-05,GAFSA,Tunisia,Tunisia,TUN,Athletics,ATH,,,F41,../../../en/results/athletics/athlete-profile-n1362069-amaimia-fathia.htm
AMANZHOL Zhanbota,AMANZHOL Z,Male,1997-06-18,ALMATY,Kazakhstan,Kazakhstan,KAZ,Judo,JUD,ATYRAU,Kazakhstan,B3,../../../en/results/judo/athlete-profile-n1601800-amanzhol-zhanbota.htm
AMARAL SANTOS Marliane,AMARAL SANTOS M,Female,1991-09-14,MEDINA,Brazil,Brazil,BRA,Table Tennis,TTE,SAO PAULO,Brazil,3,../../../en/results/table-tennis/athlete-profile-n1385624-amaral-santos-marliane.htm
AMCHI Mohamed Nadjib,AMCHI MN,Male,1991-08-03,,,Algeria,ALG,Athletics,ATH,,,F32,../../../en/results/athletics/athlete-profile-n1377017-amchi-mohamed-nadjib.htm
AMER Ahmed,AMER A,Male,1985-03-01,,,Egypt,EGY,Sitting Volleyball,VBS,PORT SAID,Egypt,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1706778-amer-ahmed.htm
AMGUOUN Mohamed,AMGUOUN M,Male,1988-11-08,CASABLANCA,Morocco,Morocco,MAR,Athletics,ATH,CASABLANCA,Morocco,T13,../../../en/results/athletics/athlete-profile-n1483917-amguoun-mohamed.htm
AMIMOTO Mari,AMIMOTO M,Female,1988-11-15,OSAKA,Japan,Japan,JPN,Wheelchair Basketball,WBK,OSAKA,Japan,4.5,../../../en/results/wheelchair-basketball/athlete-profile-n1716629-amimoto-mari.htm
AMIRI Hamed,AMIRI H,Male,1982-06-06,KHORRAMABAD,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Athletics,ATH,KHORRAMABAD,Islamic Republic of Iran,F54,../../../en/results/athletics/athlete-profile-n1656321-amiri-hamed.htm
AMNIR Wassime,AMNIR W,Male,1991-02-01,BRUSSELS,Belgium,Belgium,BEL,Goalball,GBL,BRUSSELS,Belgium,B1,../../../en/results/goalball/athlete-profile-n1542980-amnir-wassime.htm
AMODEO Alberto,AMODEO A,Male,2000-12-07,,,Italy,ITA,Swimming,SWM,,,S8,../../../en/results/swimming/athlete-profile-n1685086-amodeo-alberto.htm
AMORIM MUNIZ de OLIVEIRA Caio,AMORIM MUNIZ de O.,Male,1993-02-17,RIO DE JANEIRO,Brazil,Brazil,BRA,Swimming,SWM,SAO CAETANO DO SUL,Brazil,S8,../../../en/results/swimming/athlete-profile-n1361231-amorim-muniz-de-oliveira-caio.htm
AMORIM Victoria,AMORIM V,Female,1997-11-29,ITAGUAI,Brazil,Brazil,BRA,Goalball,GBL,SUZANO,Brazil,B1,../../../en/results/goalball/athlete-profile-n1352384-amorim-victoria.htm
AMOUDI Saida,AMOUDI S,Female,1980-01-01,FEZ,Morocco,Morocco,MAR,Athletics,ATH,,,F34,../../../en/results/athletics/athlete-profile-n1360504-amoudi-saida.htm
ANDALOUSSI Ahmed,ANDALOUSSI A,Male,1972-06-08,LE PLESSIS-TREVISE,France,France,FRA,Triathlon,TRI,,,PTWC1,../../../en/results/triathlon/athlete-profile-n1358167-andaloussi-ahmed.htm
ANDERSON Corey,ANDERSON C,Male,2000-05-25,"SYDNEY, NSW",Australia,Australia,AUS,Athletics,ATH,"SYDNEY, NSW",Australia,F38,../../../en/results/athletics/athlete-profile-n1415988-anderson-corey.htm
ANDERSON Patrick,ANDERSON P,Male,1979-08-22,"EDMONTON, AB",Canada,Canada,CAN,Wheelchair Basketball,WBK,"BROOKLYN, NY",United States of America,4.5,../../../en/results/wheelchair-basketball/athlete-profile-n1561904-anderson-patrick.htm
ANDERSON Shaun,ANDERSON S,Male,1973-01-30,BOKSBURG,South Africa,South Africa,RSA,Archery,ARC,PRETORIA,South Africa,W1,../../../en/results/archery/athlete-profile-n1325178-anderson-shaun.htm
ANDERSSON Emil,ANDERSSON E,Male,1993-04-29,ARBOGA,Sweden,Sweden,SWE,Table Tennis,TTE,KOPING,Sweden,8,../../../en/results/table-tennis/athlete-profile-n1457369-andersson-emil.htm
ANDRADE Avelino,ANDRADE A,Male,1980-10-04,PORTO,Portugal,Portugal,POR,Boccia,BOC,PORTO,Portugal,BC3,../../../en/results/boccia/athlete-profile-n1307307-andrade-avelino.htm
ANDRADE de FREITAS David,ANDRADE de FREITAS,Male,1978-03-23,FORTALEZA,Brazil,Brazil,BRA,Table Tennis,TTE,,,3,../../../en/results/table-tennis/athlete-profile-n1385622-andrade-de-freitas-david.htm
ANDRADE GUILLEN Luis Armando,ANDRADE GUILLEN LA,Male,1995-03-10,LA PAZ,Mexico,Mexico,MEX,Swimming,SWM,LA PAZ,Mexico,"S8,SM8",../../../en/results/swimming/athlete-profile-n1363757-andrade-guillen-luis-armando.htm
ANDRE Fabienne,ANDRE F,Female,1996-09-20,,,Great Britain,GBR,Athletics,ATH,,,T34,../../../en/results/athletics/athlete-profile-n1919083-andre-fabienne.htm
ANDREEVA Nadezda,ANDREEVA N,Female,1978-11-01,TOGLIATTI,Russian Federation,RPC,RPC,Canoe Sprint,CSP,ST. PETERSBURG,Russian Federation,KL2,../../../en/results/canoe-sprint/athlete-profile-n1303290-andreeva-nadezda.htm
ANDREJCIK Samuel,ANDREJCIK S,Male,1996-09-10,PRESOV,Slovakia,Slovakia,SVK,Boccia,BOC,SNINA,Slovakia,BC4,../../../en/results/boccia/athlete-profile-n1720057-andrejcik-samuel.htm
ANDRES BARRIO Sara,ANDRES BARRIO S,Female,1986-08-21,MADRID,Spain,Spain,ESP,Athletics,ATH,MADRID,Spain,T62,../../../en/results/athletics/athlete-profile-n1448771-andres-barrio-sara.htm
ANDRIEVSKAIA Tatiana,ANDRIEVSKAIA T,Female,1978-08-15,ULAN-UDE,Russian Federation,RPC,RPC,Archery,ARC,ULAN-UDE,Russian Federation,W2,../../../en/results/archery/athlete-profile-n1346715-andrievskaia-tatiana.htm
ANGELINE Anais Anne Lise,ANGELINE AAL,Female,1999-04-18,,Mauritius,Mauritius,MRI,Athletics,ATH,MAURITIUS,,T37,../../../en/results/athletics/athlete-profile-n1711827-angeline-anais-anne-lise.htm
ANILA IZZAT BAIG Anila,ANILA IZZAT BAIG A,Female,1991-04-15,FAISALABAD,Pakistan,Pakistan,PAK,Athletics,ATH,FAISALABAD,Pakistan,F44,../../../en/results/athletics/athlete-profile-n1709025-anila-izzat-baig-anila.htm
ANJOS Alex,ANJOS A,Male,1990-11-12,,,Sao Tome and Principe,STP,Athletics,ATH,,,T47,../../../en/results/athletics/athlete-profile-n1464849-anjos-alex.htm
ANKER Carlos,ANKER C,Male,1996-05-21,MARIALVA,Brazil,Netherlands,NED,Wheelchair Tennis,WTE,ARNHEM,Netherlands,WT,../../../en/results/wheelchair-tennis/athlete-profile-n1705965-anker-carlos.htm
ANO Adou Herve,ANO AH,Male,1983-05-30,POKO,Côte d'Ivoire,Côte d'Ivoire,CIV,Powerlifting,PWL,ABIDJAN,Côte d'Ivoire,PWL,../../../en/results/powerlifting/athlete-profile-n1367980-ano-adou-herve.htm
ANOBILE Fabio,ANOBILE F,Male,1993-12-16,SARONNO,Italy,Italy,ITA,Cycling Road,CRD,MILAN,Italy,C3,../../../en/results/cycling-road/athlete-profile-n1687165-anobile-fabio.htm
ANON Somkhoun,ANON S,Female,1977-10-14,CHAIYAPHUM,Thailand,Thailand,THA,Powerlifting,PWL,,,PWL,../../../en/results/powerlifting/athlete-profile-n1781630-anon-somkhoun.htm
ANTOSOVA Katerina,ANTOSOVA K,Female,1965-02-02,,,Czech Republic,CZE,Cycling Road,CRD,PRAGUE,Czech Republic,H3,../../../en/results/cycling-road/athlete-profile-n1443510-antosova-katerina.htm
AOKI Charles,AOKI C,Male,1991-03-07,"MINNEAPOLIS, MN",United States of America,United States of America,USA,Wheelchair Rugby,WRU,"DENVER, CO",United States of America,3.0,../../../en/results/wheelchair-rugby/athlete-profile-n1691771-aoki-charles.htm
APARECIDA de LIMA Moniza,APARECIDA de LIMA,Female,1998-04-16,RECIFE,Brazil,Brazil,BRA,Goalball,GBL,BRAZIL,,B2,../../../en/results/goalball/athlete-profile-n1352382-aparecida-de-lima-moniza.htm
APINIS Aigars,APINIS A,Male,1973-06-09,,Latvia,Latvia,LAT,Athletics,ATH,BIRZGALE,Latvia,F52,../../../en/results/athletics/athlete-profile-n1343873-apinis-aigars.htm
APPLEGATE Jessica-Jane,APPLEGATE JJ,Female,1996-08-22,GREAT YARMOUTH,Great Britain,Great Britain,GBR,Swimming,SWM,GREAT BRITAIN,,"S14,SM14",../../../en/results/swimming/athlete-profile-n1725303-applegate-jessica-jane.htm
AQUINO Jonatan,AQUINO J,Male,1989-03-19,MARIANO MORENO,Argentina,Argentina,ARG,Boccia,BOC,MARIANO MORENO,Argentina,BC2,../../../en/results/boccia/athlete-profile-n1407034-aquino-jonatan.htm
AR Ismail,AR I,Male,1985-11-28,YALOVA,Turkey,Turkey,TUR,Wheelchair Basketball,WBK,YALOVA,Turkey,1.5,../../../en/results/wheelchair-basketball/athlete-profile-n1729908-ar-ismail.htm
ARAI Daisuke,ARAI D,Male,1988-05-14,TOKYO,Japan,Japan,JPN,Wheelchair Tennis,WTE,,,WT,../../../en/results/wheelchair-tennis/athlete-profile-n1376523-arai-daisuke.htm
ARANTES Samuel Henrique,ARANTES SH,Male,1987-01-28,FORMIGA,Brazil,Brazil,BRA,Sitting Volleyball,VBS,,,VS1,../../../en/results/sitting-volleyball/athlete-profile-n1338052-arantes-samuel-henrique.htm
ARAUJO Lucia,ARAUJO L,Female,1981-06-17,SAO PAULO,Brazil,Brazil,BRA,Judo,JUD,SAO PAULO,Brazil,B3,../../../en/results/judo/athlete-profile-n1352951-araujo-lucia.htm
ARAUJO Wilians,ARAUJO W,Male,1991-10-18,RIACHAO DO POCO,Brazil,Brazil,BRA,Judo,JUD,RIO DE JANEIRO,Brazil,B1,../../../en/results/judo/athlete-profile-n1352955-araujo-wilians.htm
ARAVICH Danielle,ARAVICH D,Female,1996-05-08,"BOISE, ID",United States of America,United States of America,USA,Athletics,ATH,"BOZEMAN, MT",United States of America,T47,../../../en/results/athletics/athlete-profile-n1662409-aravich-danielle.htm
ARBATSKAIA Olga,ARBATSKAIA O,Female,1997-04-01,,,RPC,RPC,Sitting Volleyball,VBS,MOSCOW,Russian Federation,VS2,../../../en/results/sitting-volleyball/athlete-profile-n1292219-arbatskaia-olga.htm
ARCE PAYNO Marta,ARCE PAYNO M,Female,1977-07-27,VALLADOLID,Spain,Spain,ESP,Judo,JUD,LAS ROZAS DE MADRID,Spain,B3,../../../en/results/judo/athlete-profile-n1531757-arce-payno-marta.htm
AREKHI Nourmohammad,AREKHI N,Male,1984-01-05,,,Islamic Republic of Iran,IRI,Athletics,ATH,,,F11,../../../en/results/athletics/athlete-profile-n1565869-arekhi-nourmohammad.htm
ARENDSE Britney,ARENDSE B,Female,1999-12-17,CAPE TOWN,South Africa,Ireland,IRL,Powerlifting,PWL,IRELAND,,PWL,../../../en/results/powerlifting/athlete-profile-n1301898-arendse-britney.htm
ARESTI Andonis,ARESTI A,Male,1983-02-15,LIMASSOL,Cyprus,Cyprus,CYP,Athletics,ATH,LIMASSOL,Cyprus,T47,../../../en/results/athletics/athlete-profile-n1724691-aresti-andonis.htm
ARESTOVA Irina,ARESTOVA I,Female,1995-09-14,VORONEZHSKAYA,Russian Federation,RPC,RPC,Goalball,GBL,KOTELNIKI,Russian Federation,B3,../../../en/results/goalball/athlete-profile-n1292342-arestova-irina.htm
AREZKI Hakim,AREZKI H,Male,1983-03-20,AZAZGA,Algeria,France,FRA,Football 5-a-side,FB5,,,B1,../../../en/results/football-5-a-side/athlete-profile-n1358055-arezki-hakim.htm
ARINGHIERI Giulia,ARINGHIERI G,Female,1987-05-31,,,Italy,ITA,Sitting Volleyball,VBS,LIVORNO,Italy,VS2,../../../en/results/sitting-volleyball/athlete-profile-n1543218-aringhieri-giulia.htm
ARIPIN Jaenal,ARIPIN J,Male,1988-02-29,BANDUNG,Indonesia,Indonesia,INA,Athletics,ATH,BANDUNG,Indonesia,T54,../../../en/results/athletics/athlete-profile-n1720084-aripin-jaenal.htm
ARIYASU Ryohei,ARIYASU R,Male,1987-02-02,"SAN FRANCISCO, CA",United States of America,Japan,JPN,Rowing,ROW,CHOFU,Japan,PR3-B2,../../../en/results/rowing/athlete-profile-n1716186-ariyasu-ryohei.htm
ARLOY Zsofia,ARLOY Z,Female,1981-09-05,BUDAPEST,Hungary,Hungary,HUN,Table Tennis,TTE,BUDAPEST,Hungary,8,../../../en/results/table-tennis/athlete-profile-n1728628-arloy-zsofia.htm
ARMENDARIZ ZUBILLAGA Estibalit,ARMENDARIZ E.,Female,1974-06-24,PAMPLONA,Spain,Spain,ESP,Rowing,ROW,,,CXW,../../../en/results/rowing/athlete-profile-n1540575-armendariz-zubillaga-estibalit.htm
ARNOLD Hollie,ARNOLD H,Female,1994-06-26,GRIMSBY,Great Britain,Great Britain,GBR,Athletics,ATH,GREAT BRITAIN,,F46,../../../en/results/athletics/athlete-profile-n1727771-arnold-hollie.htm
ARSAE Masaberee,ARSAE M,Male,1998-10-11,,,Thailand,THA,Athletics,ATH,,,T53,../../../en/results/athletics/athlete-profile-n1733097-arsae-masaberee.htm
ARTAKHINOVA Stepanida,ARTAKHINOVA S,Female,1989-09-13,ULAKHAN-MUNGKU,Russian Federation,RPC,RPC,Archery,ARC,YAKUTSK,Russian Federation,ST,../../../en/results/archery/athlete-profile-n1346716-artakhinova-stepanida.htm
ARTIUKHOV Oleksandr,ARTIUKHOV O,Male,2003-04-30,,Ukraine,Ukraine,UKR,Swimming,SWM,KHARKIV,Ukraine,"S11,SB11,SM11",../../../en/results/swimming/athlete-profile-n1345549-artiukhov-oleksandr.htm
ARTS Ilse,ARTS I,Female,1990-06-07,,,Netherlands,NED,Wheelchair Basketball,WBK,,,1.5,../../../en/results/wheelchair-basketball/athlete-profile-n1708642-arts-ilse.htm
ARUNA,ARUNA,Female,2000-01-10,,,India,IND,Taekwondo,TKW,BHIWANI,India,K43,../../../en/results/taekwondo/athlete-profile-n1706586-aruna.htm
ARVIND,ARVIND,Male,1993-06-14,,India,India,IND,Athletics,ATH,ROHTAK,India,F35,../../../en/results/athletics/athlete-profile-n1589688-arvind.htm
ASANO Takashi,ASANO T,Male,2001-08-17,NAGASAKI,Japan,Japan,JPN,Table Tennis,TTE,TOKYO,Japan,11,../../../en/results/table-tennis/athlete-profile-n1717077-asano-takashi.htm
ASAYUT Dararat,ASAYUT D,Female,1984-06-18,CHAIYAPHUM,Thailand,Thailand,THA,Table Tennis,TTE,,,3,../../../en/results/table-tennis/athlete-profile-n1728079-asayut-dararat.htm
ASGARI Farzaneh,ASGARI F,Female,1986-08-12,,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Archery,ARC,TABRIZ,Islamic Republic of Iran,W2,../../../en/results/archery/athlete-profile-n1564909-asgari-farzaneh.htm
ASIIMWE Ritah,ASIIMWE R,Female,1986-07-10,MASAKA,Uganda,Uganda,UGA,Badminton,BDM,ENTEBBE,Uganda,SU5,../../../en/results/badminton/athlete-profile-n1725257-asiimwe-ritah.htm
ASLAKSON Josie,ASLAKSON J,Female,1995-09-14,"EDINA, MN",United States of America,United States of America,USA,Wheelchair Basketball,WBK,,,1.0,../../../en/results/wheelchair-basketball/athlete-profile-n1691744-aslakson-josie.htm
ASLANOV Islam,ASLANOV I,Male,1993-10-16,TASHKENT,Uzbekistan,Uzbekistan,UZB,Swimming,SWM,TASHKENT,Uzbekistan,S13,../../../en/results/swimming/athlete-profile-n1705394-aslanov-islam.htm
ASLANOV Orkhan,ASLANOV O,Male,1995-03-24,,,Azerbaijan,AZE,Athletics,ATH,BAKU,Azerbaijan,T13,../../../en/results/athletics/athlete-profile-n1288710-aslanov-orkhan.htm
ASLANOV Shamo,ASLANOV S,Male,1983-03-23,,,Azerbaijan,AZE,Powerlifting,PWL,AZERBAIJAN,,PWL,../../../en/results/powerlifting/athlete-profile-n1285931-aslanov-shamo.htm
ASPDEN Hannah,ASPDEN H,Female,2000-06-11,"RALEIGH, NC",United States of America,United States of America,USA,Swimming,SWM,"RALEIGH, NC",United States of America,"S9,SB8,SM9",../../../en/results/swimming/athlete-profile-n1690680-aspden-hannah.htm
ASSOR Frederick,ASSOR F,Male,1984-12-30,ACCRA,Ghana,Ghana,GHA,Cycling Track,CTR,,,B,../../../en/results/cycling-track/athlete-profile-n1378332-assor-frederick.htm
ASSOUMANI Arnaud,ASSOUMANI A,Male,1985-09-04,ORSAY,France,France,FRA,Athletics,ATH,PARIS,France,T47,../../../en/results/athletics/athlete-profile-n1358286-assoumani-arnaud.htm
ASTAN Adyos,ASTAN A,Male,1968-01-01,,,Indonesia,INA,Table Tennis,TTE,,,4,../../../en/results/table-tennis/athlete-profile-n1722357-astan-adyos.htm
