Medal Won,Athlete Name,First Game,Host Country,Game Name,Year
SILVER,Kimberly SEVERSON,Athens 2004,Greece,Athens 2004,2004
BRONZE,Kenji INOUE,Athens 2004,Greece,Athens 2004,2004
BRONZE,Patricia MIRANDA,Athens 2004,Greece,Athens 2004,2004
GOLD,Xu WANG,Athens 2004,Greece,Athens 2004,2004
BRONZE,Anna GOMIS,Athens 2004,Greece,Athens 2004,2004
GOLD,Cael SANDERSON,Athens 2004,Greece,Athens 2004,2004
BRONZE,Sazhid SAZHIDOV,Athens 2004,Greece,Athens 2004,2004
SILVER,Sara MCMANN,Athens 2004,Greece,Athens 2004,2004
SILVER,Stephen ABAS,Athens 2004,Greece,Athens 2004,2004
SILVER,Georgiy TSURTSUMIA,Athens 2004,Greece,Athens 2004,2004
GOLD,Khadzhimurat GATCALOV,Athens 2004,Greece,Athens 2004,2004
SILVER,Magomed IBRAGIMOV,Athens 2004,Greece,Athens 2004,2004
SILVER,Alireza REZAEI,Athens 2004,Greece,Athens 2004,2004
SILVER,Jamill KELLY,Athens 2004,Greece,Athens 2004,2004
BRONZE,Makhach MURTAZALIEV,Athens 2004,Greece,Athens 2004,2004
BRONZE,Artiom KIOUREGKIAN,Athens 2004,Greece,Athens 2004,2004
GOLD,Wei LUO,Athens 2004,Greece,Athens 2004,2004
SILVER,Oscar Francisco SALAZAR BLANCO,Athens 2004,Greece,Athens 2004,2004
BRONZE,Myeong Seob SONG,Athens 2004,Greece,Athens 2004,2004
GOLD,Shih Hsin CHEN,Athens 2004,Greece,Athens 2004,2004
SILVER,Yanelis Yuliet LABRADA DIAZ,Athens 2004,Greece,Athens 2004,2004
BRONZE,Yaowapa BOORAPOLCHAI,Athens 2004,Greece,Athens 2004,2004
GOLD,Ji Won JANG,Athens 2004,Greece,Athens 2004,2004
SILVER,Nia ABDALLAH,Athens 2004,Greece,Athens 2004,2004
BRONZE,Iridia SALAZAR BLANCO,Athens 2004,Greece,Athens 2004,2004
BRONZE,Rene WOLFF,Athens 2004,Greece,Athens 2004,2004
SILVER,Yonghua JIANG,Athens 2004,Greece,Athens 2004,2004
GOLD,Jodie HENRY,Athens 2004,Greece,Athens 2004,2004
SILVER,Brooke HANSON,Athens 2004,Greece,Athens 2004,2004
GOLD,Udomporn POLSAK,Athens 2004,Greece,Athens 2004,2004
BRONZE,Mabel MOSQUERA,Athens 2004,Greece,Athens 2004,2004
BRONZE,Velichko CHOLAKOV,Athens 2004,Greece,Athens 2004,2004
SILVER,Zhuo LI,Athens 2004,Greece,Athens 2004,2004
BRONZE,Aree WIRATTHAWORN,Athens 2004,Greece,Athens 2004,2004
SILVER,Eszter KRUTZLER,Athens 2004,Greece,Athens 2004,2004
BRONZE,Zarema KASAEVA,Athens 2004,Greece,Athens 2004,2004
GOLD,Milen DOBREV,Athens 2004,Greece,Athens 2004,2004
BRONZE,Eduard TYUKIN,Athens 2004,Greece,Athens 2004,2004
GOLD,Gonghong TANG,Athens 2004,Greece,Athens 2004,2004
GOLD,Dmitry BERESTOV,Athens 2004,Greece,Athens 2004,2004
BRONZE,Gleb PISAREVSKIY,Athens 2004,Greece,Athens 2004,2004
SILVER,Meijin WU,Athens 2004,Greece,Athens 2004,2004
BRONZE,Tim CUDDIHY,Athens 2004,Greece,Athens 2004,2004
SILVER,Irina TCHACHINA,Athens 2004,Greece,Athens 2004,2004
SILVER,Mardy FISH,Athens 2004,Greece,Athens 2004,2004
GOLD,Justine HENIN-HARDENNE,Athens 2004,Greece,Athens 2004,2004
BRONZE,Chengyi WANG,Athens 2004,Greece,Athens 2004,2004
SILVER,Jie LI,Athens 2004,Greece,Athens 2004,2004
SILVER,Marko KEMPPAINEN,Athens 2004,Greece,Athens 2004,2004
BRONZE,Zheng WANG,Athens 2004,Greece,Athens 2004,2004
SILVER,Alexander BLINOV,Athens 2004,Greece,Athens 2004,2004
SILVER,Christian LUSCH,Athens 2004,Greece,Athens 2004,2004
SILVER,Chris KAPPLER,Athens 2004,Greece,Athens 2004,2004
BRONZE,Georgina HARLAND,Athens 2004,Greece,Athens 2004,2004
BRONZE,Libor CAPALINI,Athens 2004,Greece,Athens 2004,2004
GOLD,Monica ROSU,Athens 2004,Greece,Athens 2004,2004
SILVER,Annia HATCH,Athens 2004,Greece,Athens 2004,2004
BRONZE,Isao YONEDA,Athens 2004,Greece,Athens 2004,2004
BRONZE,Takehiro KASHIMA,Athens 2004,Greece,Athens 2004,2004
GOLD,Haibin TENG,Athens 2004,Greece,Athens 2004,2004
SILVER,Evgeni SAPRONENKO,Athens 2004,Greece,Athens 2004,2004
SILVER,Carly PATTERSON,Athens 2004,Greece,Athens 2004,2004
GOLD,Carly PATTERSON,Athens 2004,Greece,Athens 2004,2004
BRONZE,Alexandra Georgiana EREMIA,Athens 2004,Greece,Athens 2004,2004
BRONZE,Courtney KUPETS,Athens 2004,Greece,Athens 2004,2004
BRONZE,Nan ZHANG,Athens 2004,Greece,Athens 2004,2004
SILVER,Nicoleta Daniela SOFRONIE,Athens 2004,Greece,Athens 2004,2004
BRONZE,Patricia MORENO,Athens 2004,Greece,Athens 2004,2004
GOLD,Emilie LEPENNEC,Athens 2004,Greece,Athens 2004,2004
SILVER,Terin HUMPHREY,Athens 2004,Greece,Athens 2004,2004
BRONZE,Vladislav TRETIAK,Athens 2004,Greece,Athens 2004,2004
BRONZE,Maureen NISIMA,Athens 2004,Greece,Athens 2004,2004
GOLD,Benoit PESCHIER,Athens 2004,Greece,Athens 2004,2004
BRONZE,Helen REEVES,Athens 2004,Greece,Athens 2004,2004
BRONZE,Vitali TAJBERT,Athens 2004,Greece,Athens 2004,2004
GOLD,Yan BHARTELEMY VARELA,Athens 2004,Greece,Athens 2004,2004
SILVER,Atagun YALCINKAYA,Athens 2004,Greece,Athens 2004,2004
SILVER,Amir KHAN,Athens 2004,Greece,Athens 2004,2004
BRONZE,Serik YELEUOV,Athens 2004,Greece,Athens 2004,2004
BRONZE,Murat KHRACHEV,Athens 2004,Greece,Athens 2004,2004
SILVER,Yudel JOHNSON CEDENO,Athens 2004,Greece,Athens 2004,2004
GOLD,Odlanier SOLIS FONTE,Athens 2004,Greece,Athens 2004,2004
BRONZE,Naser AL SHAMI,Athens 2004,Greece,Athens 2004,2004
GOLD,Alexander POVETKIN,Athens 2004,Greece,Athens 2004,2004
SILVER,Mohamed ALY,Athens 2004,Greece,Athens 2004,2004
BRONZE,Michel LOPEZ NUNEZ,Athens 2004,Greece,Athens 2004,2004
GOLD,Yuriorkis GAMBOA TOLEDANO,Athens 2004,Greece,Athens 2004,2004
BRONZE,Fuad ASLANOV,Athens 2004,Greece,Athens 2004,2004
SILVER,Gennadiy GOLOVKIN,Athens 2004,Greece,Athens 2004,2004
BRONZE,Andre DIRRELL,Athens 2004,Greece,Athens 2004,2004
BRONZE,Suriya PRASATHINPHIMAI,Athens 2004,Greece,Athens 2004,2004
GOLD,Andre WARD,Athens 2004,Greece,Athens 2004,2004
BRONZE,Ahmed ISMAIL,Athens 2004,Greece,Athens 2004,2004
BRONZE,Mi ZHOU,Athens 2004,Greece,Athens 2004,2004
BRONZE,Signe LIVBJERG,Athens 2004,Greece,Athens 2004,2004
SILVER,Lishi LAO,Athens 2004,Greece,Athens 2004,2004
GOLD,Bo PENG,Athens 2004,Greece,Athens 2004,2004
SILVER,Yuki YOKOSAWA,Athens 2004,Greece,Athens 2004,2004
SILVER,Xia LIU,Athens 2004,Greece,Athens 2004,2004
BRONZE,Yurisel LABORDE,Athens 2004,Greece,Athens 2004,2004
BRONZE,Michael JURACK,Athens 2004,Greece,Athens 2004,2004
SILVER,Jozef KRNAC,Athens 2004,Greece,Athens 2004,2004
BRONZE,Julia MATIJASS,Athens 2004,Greece,Athens 2004,2004
BRONZE,Feng GAO,Athens 2004,Greece,Athens 2004,2004
GOLD,Zurab ZVIADAURI,Athens 2004,Greece,Athens 2004,2004
BRONZE,Khasanbi TAOV,Athens 2004,Greece,Athens 2004,2004
BRONZE,Susan WILLIAMS,Athens 2004,Greece,Athens 2004,2004
GOLD,Kelly CLARK,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Evi SACHENBACHER-STEHLE,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Andrea HENKEL,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Benjamin RAICH,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Benjamin RAICH,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Evgeni Viktorovich PLUSHENKO,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Philipp SCHOCH,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Shannon BAHRKE,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Cindy KLASSEN,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Renate GROENEWOLD,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Anja PAERSON,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Anja PAERSON,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Jaakko TALLUS,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Apolo Anton OHNO,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Apolo Anton OHNO,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Matti HAUTAMAEKI,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Odd-Bjoern HJELMESET,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Olga PYLEVA,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Viola BAUER,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Frode ESTIL,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Frode ESTIL,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Cristian ZORZI,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Daniela CECCARELLI,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Jean-Pierre VIDAL,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Travis MAYER,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Joe PACK,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Alisa CAMPLIN,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Deidra DIONNE,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Joey CHEEK,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Jens BODEN,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Derek PARRA,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Derek PARRA,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Kip CARPENTER,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Gregor STAEHLI,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Martin RETTL,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Eun-Kyung CHOI,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Mathieu TURCOTTE,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Daniel KASS,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Richard GAY,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Timothy GOEBEL,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Sarah HUGHES,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Tristan GALE,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Lea Ann PARSLEY,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Alex COOMBER,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Mikhail IVANOV,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Fabienne REUTELER,Salt Lake City 2002,United States,Salt Lake City 2002,2002
BRONZE,Jarret THOMAS,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Jochem UYTDEHAAGE,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Jochem UYTDEHAAGE,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Jochem UYTDEHAAGE,Salt Lake City 2002,United States,Salt Lake City 2002,2002
SILVER,Gretha SMIT,Salt Lake City 2002,United States,Salt Lake City 2002,2002
GOLD,Jeroen DUBBELDAM,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Mykola MILCHEV,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Bernard LAGAT,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Tiago CAMILO,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Steven LOPEZ,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Anthony ERVIN,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Venus WILLIAMS,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Leisel JONES,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Roman SLOUDNOV,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Tony ESTANGUET,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Tatyana LEBEDEVA,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Yanina PRAVALINSKAY-KAROLCHYK,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Nicola VIZZONI,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Roman SEBRLE,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Angelo TAYLOR,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Tim BRABANTS,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Delphine REAU,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Artur TAYMAZOV,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Simon WHITFIELD,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Karen COCKBURN,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Marcel HACKER,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Wiradech KOTHNY,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Magali MESSMER,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Victor WUNDERLE,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Hanka KUPFERNAGEL,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Yoriko OKAMOTO,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Hadi SAEIBONEHKOHAL,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Angel Valodia MATOS,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Zhong CHEN,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Jerome THOMAS,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Tahar TAMSAMANI,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Vitalie GRUSAC,Sydney 2000,Australia,Sydney 2000,2000
GOLD,David MUSULBES,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Varteres SAMURGASHEV,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Arsen GITINOV,Sydney 2000,Australia,Sydney 2000,2000
SILVER,David SALDADZE,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Kjersti PLATZER,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Frantz KRUGER,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Osleidys MENENDEZ,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Giuseppe MADDALONI,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Frederic DEMONTFAUCON,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Tamerlan TMENOV,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Szymon KOLECKI,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Xiangxiang ZHANG,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Cheryl HAWORTH,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Raema Lisa RUMBEWAS,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Laura WILKINSON,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Margarita FULLANA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Tatiana GOLDOBINA,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Zemfira MEFTAKHETDINOVA,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Nan WANG,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Maksim OPALEV,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Olga SLYUSAREVA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Stefan NIMKE,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Grant HACKETT,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Aaron PEIRSOL,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Megan QUANN,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Irina KARAVAEVA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Gabor BALOGH,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Leszek BLANIK,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Xiaopeng LI,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Gervasio DEFERR,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Ali EZZINE,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Tatyana KOTOVA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Terrence TRAMMELL,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Noe HERNANDEZ,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Adam NELSON,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Wilson KIPKETER,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Djabir SAID GUERNI,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Liping WANG,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Olga KUZENKOVA,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Kamila SKOLIMOWSKA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Hestrie CLOETE,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Maurice GREENE,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Melissa MORRISON,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Ali SAIDI-SIEF,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Yelena PROKHOROVA,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Alexander MOSKALENKO,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Jan ULLRICH,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Jan ULLRICH,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Andreas KLODEN,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Steven LOWNEY,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Mukhran VAKHTANGADZE,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Yoel ROMERO,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Daniel IGALI,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Rulon GARDNER,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Akaki CHACHUA,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Alexis RODRIGUEZ,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Alireza DABIR,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Katsuhiko NAGATA,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Michail MOUROUTSOS,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Chih Hsiung HUANG,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Victor Manuel ESTRADA GARIBAY,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Daniel TRENTON,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Shu Ju CHI,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Pascal GENTIL,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Dominique BOSSHART,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Ulla SALZGEBER,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Justin NORRIS,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Geoffrey HUEGILL,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Erik VENDT,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Kaitlin SANDENO,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Diana MUNZ,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Ian THORPE,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Ian THORPE,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Klete KELLER,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Lenny KRAYZELBURG,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Lenny KRAYZELBURG,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Matthew WELSH,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Matthew WELSH,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Yana KLOCHKOVA,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Yana KLOCHKOVA,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Yana KLOCHKOVA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Terence PARKIN,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Hossein REZA ZADEH,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Tara NOTT,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Karnam MALLESWARI,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,George ASANIDZE,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Song Hui RI,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Valentina POPOVA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Agata WROBEL,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Asaad Said Saif ASAAD,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Sergei LAVRENOV,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Wietse VAN ALTEN,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Mi-Jin YUN,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Alina KABAEVA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Tommy HAAS,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Luna TAO,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Luna TAO,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Pia HANSEN,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Jonas EDMAN,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Sergei ALIFIRENKO,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Barbara BLATTER,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Christoph SAUSER,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Kate ALLENBY,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Elena ZAMOLODCHIKOVA,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Elena ZAMOLODCHIKOVA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Dimosthenis TAMPAKOS,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Alexei BONDARENKO,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Igors VIHROVS,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Hughes OBRY,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Ralf BISSDORF,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Thomas SCHMIDT,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Mario Cesar KINDELAN MESA,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Alexander MALETIN,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Mukhtarkhan DILDABEKOV,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Sebastian KOEBER,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Rustam SAIDOV,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Guillermo RIGONDEAUX ORTIZ,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Gaydarbek GAYDARBEKOV,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Andriy FEDCHUK,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Amelie LUX,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Jia HU,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Daima Mayelis BELTRAN,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Celine LEBRUN,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Brigitte MCMAHON,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Aidyn SMAGULOV,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Anatoly LARYUKOV,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Huseyin OZKAN,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Makoto TAKIMOTO,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Aleksei BUDOLIN,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Nuno DELGADO,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Shinichi SHINOHARA,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Lyubov BRULETOVA,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Ann SIMONS,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Anna-Maria GRADANTE,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Sibelis VERANES,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Lin TANG,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Hua YUAN,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Seon-Young KIM,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Mayumi YAMASHITA,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Yuxiang LIU,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Kosei INOUE,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Carlos Eduardo HONORATO,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Kie KUSAKABE,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Severine VANDENHENDE,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Shufang LI,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Brigitte GUIBAL,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Anne-Lise BARDET,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Rita KOENIG,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Mathieu GOURDAIN,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Filip MEIRHAEGHE,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Jason QUEALLY,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Cuihua JIANG,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Iryna YANOVYCH,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Albert VOORN,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Benjamin VARONIAN,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Oleksandr BERESH,Sydney 2000,Australia,Sydney 2000,2000
BRONZE,Yun YANG,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Andreea Madalina RADUCAN,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Jie LING,Sydney 2000,Australia,Sydney 2000,2000
SILVER,Maria OLARU,Sydney 2000,Australia,Sydney 2000,2000
GOLD,Adam SAITIEV,Sydney 2000,Australia,Sydney 2000,2000
